WSPD,WVHT,APD
9.9,3.46,6.45
10.7,3.24,6.33
10.4,3.09,6.21
9.8,3.10,6.42
8.2,3.32,6.64
9.9,2.74,5.96
9.9,2.88,6.13
8.7,3.19,6.72
7.7,3.07,6.24
6.5,2.59,6.06
7.0,2.85,6.21
6.4,2.61,6.15
5.3,2.46,6.20
4.2,2.25,6.05
3.6,2.06,6.14
4.1,2.06,6.16
5.2,2.05,6.27
2.9,2.14,6.51
3.4,1.99,6.43
2.7,1.98,6.42
3.8,2.15,6.61
4.3,1.95,6.47
5.2,1.75,6.36
5.3,1.64,5.93
5.8,1.52,5.79
6.7,1.48,5.80
6.7,1.42,5.17
7.8,1.31,4.94
7.9,1.36,4.72
8.2,1.36,4.49
8.1,1.44,4.46
8.1,1.51,4.49
8.0,1.61,4.64
7.8,1.56,4.56
7.8,1.61,4.82
8.5,1.62,4.74
8.6,1.81,4.87
9.1,1.93,4.95
9.2,2.09,5.15
9.0,2.40,5.44
10.1,2.72,5.72
9.8,2.92,5.96
9.8,2.99,6.00
10.4,2.84,5.86
9.4,2.73,5.81
9.9,2.78,5.89
9.7,2.92,6.00
9.8,2.59,5.87
9.9,2.67,5.72
10.5,3.02,6.29
10.5,2.96,6.14
10.2,3.17,6.23
10.3,3.11,6.16
10.0,3.08,6.04
9.4,3.11,6.28
9.1,2.94,6.02
8.9,2.87,6.18
8.8,2.82,6.23
8.9,2.96,6.56
8.4,2.69,6.17
8.3,2.82,6.29
8.2,2.72,6.26
7.9,2.62,6.25
7.6,2.83,6.46
8.3,2.70,6.47
8.2,2.60,6.32
7.6,2.40,6.34
6.7,2.43,6.21
5.8,2.36,6.22
6.2,2.11,6.04
5.3,2.35,6.10
5.4,2.09,5.85
5.5,2.32,6.01
5.5,2.22,6.05
4.9,2.04,6.00
4.2,2.03,6.15
2.9,1.98,6.30
2.2,1.89,6.50
2.8,1.93,6.54
2.6,1.76,6.33
2.9,1.84,6.43
2.1,1.72,6.35
2.2,1.68,6.25
1.8,1.72,6.27
1.4,1.80,6.43
1.3,1.91,6.83
2.7,1.78,6.82
4.1,1.73,6.73
4.2,1.65,6.81
4.0,1.54,6.96
4.9,1.54,6.80
4.5,1.31,6.19
3.8,1.42,6.56
3.3,1.38,6.44
3.6,1.42,6.69
2.8,1.51,6.63
2.3,1.47,6.40
3.0,1.50,6.61
2.5,1.55,6.62
2.9,1.53,6.36
3.4,1.52,6.17
2.3,1.51,6.10
3.2,1.44,5.88
3.8,1.52,6.21
3.2,1.38,5.77
4.1,1.56,6.05
4.0,1.72,6.26
4.1,1.76,6.58
4.3,1.96,6.75
4.6,1.99,6.75
5.1,2.11,6.80
6.1,2.01,6.72
5.7,1.98,6.52
5.2,2.16,6.76
4.4,2.02,6.63
6.2,2.23,7.01
5.8,2.23,7.00
6.9,2.12,6.62
7.4,2.39,6.34
8.4,2.59,6.33
7.9,2.63,6.10
7.6,2.63,6.26
6.9,2.54,6.22
6.7,2.44,6.23
6.4,2.24,6.30
6.1,2.27,6.15
5.9,2.29,6.48
5.5,2.40,6.90
5.3,2.51,7.00
4.8,2.34,6.71
5.4,2.43,6.87
4.3,2.38,7.18
3.4,2.30,7.06
3.6,2.41,7.67
2.7,2.24,7.13
2.6,2.29,7.81
4.1,2.25,8.02
4.0,2.38,7.86
3.2,2.43,7.97
4.0,2.21,7.79
3.2,2.31,7.81
3.4,2.46,8.01
3.4,2.31,7.67
3.6,2.25,7.76
4.3,2.63,8.16
5.0,2.63,7.86
4.9,2.49,8.03
5.1,2.46,7.62
5.2,2.71,8.38
5.2,2.01,7.12
6.1,2.33,7.64
6.6,2.30,7.59
7.1,2.31,7.34
7.8,2.33,6.82
8.9,2.17,6.26
8.7,2.52,6.54
6.3,2.19,6.18
7.1,2.33,6.62
5.8,2.35,6.58
5.1,2.35,6.53
5.7,2.23,6.86
5.6,2.23,6.67
5.6,1.99,6.30
6.5,2.05,6.23
6.3,2.22,6.52
5.1,2.01,6.50
5.7,1.82,6.03
7.0,2.04,6.63
7.2,1.87,5.80
8.7,1.86,5.58
8.4,1.97,5.55
8.6,1.94,5.23
8.5,2.17,5.47
8.4,2.03,5.33
8.7,2.03,5.34
8.8,1.95,5.07
8.5,1.94,5.09
8.6,2.06,5.31
8.6,1.93,5.05
8.7,1.98,5.13
9.5,2.07,5.00
9.6,2.14,5.18
10.6,2.11,4.93
10.5,2.34,5.17
9.6,2.31,5.20
9.3,2.26,5.30
8.2,2.17,5.21
8.2,2.26,5.35
7.9,2.23,5.68
8.4,2.08,5.41
7.5,1.95,5.26
6.9,1.98,5.38
6.3,1.95,5.24
6.4,1.58,5.17
7.0,1.77,5.14
6.9,1.56,4.92
6.4,1.60,5.13
5.4,1.58,5.06
4.9,1.46,5.00
4.2,1.35,4.79
4.8,1.40,5.23
5.3,1.35,5.06
5.6,1.31,5.02
5.9,1.24,4.92
5.6,1.23,4.95
5.9,1.16,5.16
5.8,1.07,4.89
6.2,1.10,4.81
6.3,1.02,4.42
6.2,0.96,4.28
5.4,0.93,4.29
6.6,0.95,4.34
8.0,0.97,4.14
8.9,1.06,3.85
8.2,1.17,4.17
8.5,1.17,3.97
8.9,1.30,4.30
8.2,1.47,4.34
7.0,1.40,4.35
7.2,1.44,4.42
5.2,1.28,4.52
5.4,1.34,4.55
4.9,1.22,4.53
5.4,1.32,4.75
5.8,1.25,4.80
4.5,1.17,4.92
5.0,1.13,5.01
6.0,1.10,4.79
6.6,1.11,4.90
7.4,1.17,4.78
7.7,1.18,4.54
8.2,1.23,4.21
8.9,1.35,4.26
9.9,1.38,4.18
11.0,1.59,4.38
12.1,1.87,4.56
12.3,2.07,4.70
11.3,2.33,5.05
10.9,2.45,5.18
9.9,2.54,5.33
8.7,2.63,5.66
7.8,2.49,5.45
5.7,2.45,5.71
4.5,2.46,5.75
1.8,2.80,6.21
1.8,2.81,6.38
0.5,2.96,6.63
9.4,2.70,6.39
9.8,2.77,6.22
11.9,3.04,6.24
9.8,2.60,5.93
14.4,2.95,5.58
14.1,3.09,5.87
13.7,3.26,6.00
13.7,3.48,5.95
13.4,3.59,6.06
13.7,3.52,6.19
13.2,3.71,6.37
12.0,4.21,6.65
13.1,3.42,6.37
11.9,3.57,6.38
11.4,3.30,6.12
11.2,3.79,6.92
11.1,3.83,6.80
11.2,3.63,6.53
9.6,3.87,6.73
9.4,3.51,6.59
8.0,3.56,6.74
6.5,3.29,6.55
5.1,3.05,6.62
7.7,2.89,6.31
5.3,2.96,6.61
8.0,2.54,6.36
7.6,2.52,6.31
7.6,2.66,6.48
7.5,2.59,6.40
6.5,2.61,6.25
7.7,2.72,6.30
7.9,2.60,6.33
7.6,2.52,6.02
8.3,2.78,6.10
6.6,3.06,6.38
6.3,2.64,6.03
5.3,2.72,6.17
3.8,2.67,6.32
5.3,2.54,6.55
4.4,2.78,6.87
4.0,2.49,6.80
3.7,2.56,7.19
4.7,2.10,6.42
4.9,2.52,6.79
4.1,2.34,6.38
4.9,2.43,6.59
5.8,2.20,6.31
5.2,2.15,6.07
5.4,2.09,6.13
4.8,1.99,6.17
4.2,1.83,6.20
3.7,1.87,6.29
5.0,1.66,6.19
4.4,1.84,6.47
2.0,1.90,6.60
1.5,1.71,6.24
2.4,1.82,6.31
2.5,1.79,6.11
1.9,1.97,6.25
1.8,1.71,6.28
2.3,1.68,6.11
1.4,1.59,5.94
1.2,1.63,6.21
0.1,1.54,6.28
0.4,1.38,6.21
0.8,1.50,6.46
3.0,1.39,6.14
3.3,1.37,6.15
3.7,1.42,6.13
3.7,1.43,6.18
3.4,1.37,6.11
3.5,1.43,6.23
3.7,1.39,6.45
3.2,1.34,6.54
3.7,1.16,6.30
5.7,1.32,6.34
5.3,1.09,5.76
6.1,1.13,5.42
6.7,1.09,4.61
6.0,1.26,5.23
6.1,1.10,4.98
7.3,1.20,5.02
7.0,1.28,4.77
7.5,1.42,5.11
6.9,1.29,4.84
7.2,1.47,5.08
9.0,1.43,4.87
8.2,1.39,4.78
7.8,1.37,4.62
7.5,1.42,4.64
8.2,1.57,4.71
7.6,1.66,4.85
8.3,1.71,4.88
7.2,1.73,5.06
6.8,1.93,5.34
6.6,1.78,5.06
8.1,1.71,4.95
7.0,1.66,5.02
7.0,1.56,5.01
6.5,1.33,4.79
6.7,1.43,5.05
6.3,1.51,5.07
6.2,1.44,5.03
6.5,1.45,4.85
6.0,1.61,5.27
5.5,1.56,5.17
5.8,1.57,5.37
5.1,1.65,5.38
5.1,1.55,5.35
5.6,1.47,5.48
5.1,1.44,5.34
6.0,1.42,5.26
4.9,1.35,5.17
5.0,1.36,5.48
5.4,1.41,5.53
5.7,1.21,5.10
5.6,1.23,5.04
6.0,1.24,5.37
4.8,1.39,5.55
3.8,1.25,5.32
3.5,1.25,5.26
4.0,1.29,5.60
3.1,1.19,5.38
3.9,1.24,5.65
3.2,1.14,5.34
4.2,1.11,5.49
4.3,1.13,5.56
2.6,1.13,5.56
0.7,1.12,5.60
1.1,1.13,5.67
2.3,1.12,5.67
1.5,1.10,5.91
1.7,1.13,6.05
2.8,1.10,6.10
3.3,1.06,5.93
3.8,1.11,5.96
3.6,1.02,6.15
3.4,1.03,6.44
3.4,1.05,6.59
2.7,0.98,6.18
2.3,0.98,6.31
2.1,0.99,6.31
1.5,0.99,6.31
1.5,0.91,6.07
1.6,1.00,6.06
1.4,0.94,5.76
2.0,0.88,5.91
2.7,0.93,6.12
1.8,0.87,5.75
1.5,0.83,5.61
4.0,0.89,5.77
3.7,0.89,5.84
3.7,0.89,5.56
4.2,0.92,5.10
5.1,0.85,5.17
1.7,0.91,5.30
2.9,0.97,5.45
2.3,0.91,5.54
3.3,0.87,5.47
3.9,0.85,5.36
3.2,0.79,5.28
4.6,0.84,5.16
4.2,0.83,5.44
3.8,0.87,5.74
3.9,0.94,5.94
4.5,1.01,6.01
3.7,1.19,5.91
3.8,1.20,5.71
3.1,1.21,5.65
2.8,1.04,5.50
3.5,1.09,5.47
3.3,1.07,5.61
3.9,1.01,5.50
3.5,1.01,5.56
2.9,1.06,5.67
4.0,1.09,5.66
3.7,1.08,5.48
3.0,1.10,5.47
3.5,1.04,5.54
4.4,1.11,5.56
3.5,1.13,5.52
4.5,1.00,5.19
3.2,0.97,5.03
4.2,0.97,5.15
3.6,0.93,5.09
4.3,1.03,5.12
3.9,0.99,5.19
4.5,1.08,5.15
4.5,1.16,5.20
4.6,1.16,5.28
4.5,1.13,5.04
4.9,1.03,4.90
4.5,0.98,4.84
4.7,0.97,4.73
5.2,0.89,4.44
5.2,0.85,4.42
4.9,0.93,4.61
4.3,0.84,4.58
3.9,0.87,4.78
4.3,1.00,4.99
4.0,0.99,4.97
4.6,0.94,4.75
4.7,0.97,4.69
5.0,0.96,4.61
5.0,0.88,4.44
4.5,0.88,4.44
4.8,0.87,4.40
4.8,0.89,4.43
4.4,0.93,4.41
4.6,0.90,4.50
5.4,0.90,4.59
4.9,0.90,4.54
5.4,0.98,4.56
4.4,1.12,4.84
5.0,1.12,4.75
5.1,1.09,4.63
5.1,1.12,4.66
5.3,1.07,4.65
6.4,1.12,4.69
5.1,1.00,4.56
3.3,1.05,4.73
5.4,1.14,4.87
5.8,1.15,4.91
5.5,1.05,4.76
6.0,1.04,4.59
4.6,1.07,4.85
4.9,1.08,5.04
5.5,1.09,4.93
4.7,1.09,5.05
4.2,1.06,5.10
4.0,1.07,5.08
3.7,1.04,5.17
3.5,1.05,5.29
3.0,1.03,5.42
3.3,0.96,5.19
3.0,0.93,5.24
3.0,0.89,5.07
2.7,0.85,5.52
3.5,0.81,5.51
3.5,0.87,5.77
4.7,0.87,5.84
5.5,0.88,5.50
4.1,0.82,5.14
4.4,0.84,5.30
5.5,0.90,5.28
5.5,0.87,4.86
5.1,0.89,4.85
5.5,0.85,4.87
5.5,0.82,4.74
6.3,0.84,4.40
6.3,0.81,4.17
6.1,0.85,4.22
6.3,1.02,4.51
6.6,0.97,4.12
6.4,1.01,4.25
5.8,1.06,4.65
5.8,0.99,4.47
6.1,0.93,4.34
5.1,0.88,4.36
5.2,0.91,4.51
4.9,0.85,4.41
4.5,0.88,4.67
4.9,0.85,4.70
5.6,0.84,4.42
5.1,0.89,4.65
5.3,1.04,4.96
5.2,0.93,4.62
5.6,0.95,4.61
6.1,0.92,4.39
5.7,0.93,4.56
6.4,0.91,4.30
6.0,1.06,4.39
6.1,1.03,4.32
5.8,1.07,4.43
5.1,1.17,4.91
5.8,1.24,4.89
5.9,1.40,5.14
5.7,1.51,5.50
6.1,1.58,5.48
6.6,1.63,5.65
6.4,1.60,5.56
7.4,1.56,5.29
8.0,1.43,4.94
5.4,1.46,5.22
4.4,1.52,5.24
4.2,1.49,5.07
4.8,1.51,5.27
4.7,1.35,5.25
5.2,1.22,5.11
4.0,1.35,5.24
5.5,1.27,5.26
6.2,1.22,5.09
6.1,1.37,5.09
6.1,1.29,5.00
5.7,1.35,5.06
6.8,1.33,5.09
6.2,1.35,4.87
6.5,1.34,4.60
7.8,1.44,4.61
6.1,1.44,4.58
6.8,1.35,4.45
7.1,1.33,4.51
7.8,1.42,4.68
8.3,1.56,4.88
8.8,1.56,4.87
7.6,1.61,4.91
8.5,1.81,4.86
8.3,1.73,4.93
7.9,1.94,5.05
8.7,1.80,5.01
8.9,1.90,4.93
9.4,2.10,5.15
10.0,2.15,5.07
9.5,2.10,4.93
9.9,2.23,5.15
9.4,2.26,5.21
7.9,2.34,5.53
7.7,2.17,5.61
7.1,2.06,5.40
7.2,1.87,5.35
7.8,2.00,5.46
7.5,1.93,5.33
7.5,1.95,5.03
7.1,1.96,5.21
7.3,1.96,5.31
6.6,2.02,5.35
7.3,2.14,5.59
6.5,2.05,5.43
6.8,2.05,5.58
8.5,2.08,5.63
8.8,2.06,5.54
8.9,1.95,5.38
9.1,1.97,5.29
8.7,1.85,5.12
8.4,1.85,4.89
8.9,1.96,5.09
8.1,1.88,5.03
8.1,1.86,5.12
8.7,1.91,5.00
9.1,1.90,5.17
10.5,1.94,5.01
9.1,1.93,5.06
9.2,1.81,4.96
8.6,1.91,5.19
8.8,1.93,5.14
9.0,1.74,4.97
8.2,1.94,4.99
8.4,1.87,4.92
7.6,1.76,4.89
7.4,1.69,4.78
6.4,1.72,4.82
6.1,1.98,5.25
6.3,1.83,5.27
6.0,1.99,5.53
6.3,1.93,5.53
5.9,2.01,5.61
6.0,2.02,5.70
6.0,1.84,5.61
6.4,2.00,5.86
6.1,2.00,5.91
5.9,2.27,6.22
6.6,1.88,5.62
6.2,1.93,5.80
6.0,1.83,5.70
6.6,1.73,5.54
6.5,1.71,5.46
6.7,1.66,5.42
6.8,1.77,5.47
8.0,1.87,5.40
7.4,1.68,5.20
8.4,1.71,5.09
7.5,1.71,4.92
8.2,1.71,5.02
8.2,1.66,4.89
6.4,1.71,4.89
7.5,1.69,5.10
7.5,1.64,5.02
7.6,1.82,5.20
6.7,1.70,5.10
6.0,1.73,5.14
5.9,1.65,5.17
6.5,1.58,5.22
5.8,1.61,5.16
6.2,1.71,5.25
6.4,1.58,5.04
6.2,1.60,5.10
7.0,1.72,5.16
6.7,1.68,5.22
7.2,1.57,4.92
6.8,1.48,4.95
7.2,1.51,4.96
6.9,1.52,4.97
6.1,1.49,4.88
5.8,1.36,4.83
5.3,1.26,4.63
5.8,1.32,4.79
5.6,1.28,4.66
5.4,1.25,4.81
6.6,1.41,4.86
5.1,1.39,4.84
5.4,1.41,4.93
4.2,1.38,4.85
5.3,1.23,4.73
5.8,1.25,4.80
6.7,1.15,4.45
7.5,1.20,4.44
7.9,1.14,4.20
7.7,1.15,4.16
7.8,1.18,4.18
7.8,1.20,4.18
7.2,1.13,4.14
7.4,1.19,4.20
6.5,1.22,4.48
7.5,1.18,4.45
8.2,1.41,4.48
8.5,1.62,4.54
8.9,1.70,4.65
8.3,1.68,4.59
7.6,1.66,4.60
6.9,1.70,4.65
5.7,1.49,4.67
5.4,1.39,4.85
5.2,1.25,4.67
4.3,1.36,5.06
3.3,1.26,5.03
4.1,1.30,5.14
2.8,1.35,5.09
2.2,1.31,5.18
3.1,1.34,5.35
2.2,1.23,5.28
3.3,1.24,5.30
4.4,1.19,5.43
4.9,1.12,5.30
5.4,1.17,5.09
6.0,1.03,4.50
7.8,1.05,4.17
7.4,1.15,4.44
6.8,1.29,4.66
9.1,1.36,4.62
9.3,1.52,4.65
8.0,1.75,4.86
9.5,1.71,4.89
9.1,1.81,4.81
9.0,1.81,4.84
8.5,1.86,4.95
9.2,1.79,4.81
8.8,1.68,4.74
8.8,1.90,4.76
8.5,1.77,4.69
8.6,1.87,4.82
8.5,1.75,4.81
8.7,1.89,4.87
7.5,1.82,4.92
8.0,1.74,4.89
8.7,1.94,5.10
8.3,1.94,5.13
8.8,1.87,5.11
8.3,1.73,4.83
8.4,1.78,4.96
8.7,1.68,4.80
7.7,1.79,4.76
7.7,1.70,4.85
8.1,1.68,4.86
7.3,1.63,4.84
5.6,1.67,5.14
5.6,1.59,5.35
5.5,1.60,5.37
5.2,1.42,5.11
6.1,1.43,5.16
6.1,1.57,5.30
5.8,1.47,4.93
6.0,1.47,4.93
6.8,1.54,5.00
6.0,1.51,4.97
7.0,1.50,4.78
7.1,1.51,4.89
6.7,1.48,5.10
7.7,1.51,5.06
6.5,1.43,4.97
7.3,1.56,5.11
7.4,1.51,4.97
7.4,1.54,4.96
8.0,1.66,4.98
8.2,1.69,4.89
8.4,1.71,4.87
7.6,1.63,4.74
7.6,1.70,4.78
7.1,1.59,4.76
7.0,1.57,4.79
6.5,1.43,4.68
6.2,1.43,4.85
6.7,1.45,4.86
6.0,1.46,5.04
6.4,1.54,5.13
6.3,1.48,5.08
6.5,1.62,5.11
6.8,1.63,5.04
6.8,1.73,5.06
7.2,1.69,5.06
6.8,1.70,5.06
5.1,1.64,5.01
4.1,1.48,4.94
2.7,1.42,5.16
3.1,1.46,5.51
2.7,1.34,5.46
2.3,1.47,5.74
3.0,1.51,5.86
2.9,1.66,6.11
2.5,1.61,5.80
2.3,1.71,5.82
2.2,1.93,6.10
1.4,1.78,5.90
1.0,1.72,6.00
0.4,1.68,6.08
1.9,1.65,6.41
1.1,1.51,6.31
2.9,1.58,6.42
3.4,1.43,6.42
4.3,1.48,6.36
5.0,1.49,6.34
4.5,1.45,6.19
4.4,1.56,6.18
4.6,1.49,6.16
5.1,1.59,6.40
5.5,1.59,6.40
6.1,1.23,5.56
6.5,1.17,5.34
7.0,1.21,5.06
7.3,1.24,4.81
7.1,1.28,4.48
7.2,1.39,4.78
7.2,1.44,4.82
7.5,1.47,4.80
8.7,1.50,4.64
8.4,1.65,4.86
8.7,1.52,4.57
8.8,1.69,4.70
8.4,1.67,4.84
8.1,1.72,4.90
6.7,1.73,4.99
5.6,1.59,5.04
3.7,1.45,4.90
2.9,1.42,5.06
3.6,1.39,5.33
4.0,1.16,4.98
4.4,1.27,5.24
4.1,1.24,5.20
4.5,1.19,5.07
3.5,1.18,5.29
5.5,1.12,5.10
4.3,1.11,5.18
4.3,1.20,5.43
3.4,1.24,5.58
2.3,1.35,5.71
2.5,1.34,5.40
1.1,1.40,5.47
0.3,1.47,5.61
1.2,1.36,5.53
0.2,1.39,5.74
0.9,1.28,5.73
0.6,1.34,6.10
0.4,1.26,5.94
0.5,1.48,6.22
1.2,1.43,6.27
1.8,1.52,6.53
2.6,1.63,6.33
3.3,1.46,6.10
3.1,1.55,6.07
3.4,1.62,6.17
3.1,1.69,6.13
3.9,1.78,6.48
4.1,1.83,6.40
3.2,1.83,6.52
4.9,2.02,7.08
2.8,2.04,7.07
2.3,2.13,7.21
3.2,2.01,7.11
3.0,2.09,7.28
2.4,2.08,7.20
2.3,1.97,6.99
1.7,1.97,6.79
1.4,1.98,6.51
1.1,2.00,6.51
0.4,1.91,6.29
2.1,1.55,5.92
4.2,1.61,6.43
2.7,1.51,6.52
5.0,1.62,6.50
5.2,1.62,6.35
4.7,1.41,6.20
5.7,1.54,6.33
6.4,1.37,5.77
6.6,1.55,5.94
6.4,1.41,5.25
6.5,1.31,4.82
6.3,1.35,4.89
6.7,1.21,4.53
7.6,1.19,4.53
7.9,1.21,4.39
7.9,1.23,4.28
8.2,1.27,4.32
8.0,1.24,4.33
8.8,1.28,4.19
7.9,1.24,4.24
7.4,1.30,4.24
6.4,1.22,4.30
6.4,1.20,4.12
5.7,1.22,4.17
6.1,1.14,4.19
6.1,1.01,4.04
4.9,0.98,4.11
5.7,0.96,4.10
5.6,0.87,4.27
4.8,0.84,4.17
5.0,0.86,4.16
5.1,0.92,4.44
6.0,0.92,4.27
5.6,0.95,4.26
5.6,1.02,4.31
4.7,1.06,4.36
5.3,1.02,4.40
6.0,0.95,4.16
5.0,0.99,4.13
5.0,1.08,4.59
4.6,1.08,4.71
5.3,1.10,4.97
6.0,1.17,5.14
6.0,1.23,5.04
6.3,1.23,5.06
6.9,1.37,5.17
7.5,1.47,5.20
6.9,1.40,5.05
7.6,1.42,4.62
7.3,1.51,4.62
7.5,1.51,4.62
7.6,1.66,5.04
7.0,1.53,4.86
6.9,1.49,5.07
6.4,1.50,5.32
7.4,1.34,4.94
7.7,1.43,4.96
8.7,1.51,4.91
8.2,1.44,4.66
8.4,1.54,4.77
7.9,1.66,4.88
8.1,1.57,4.66
7.8,1.74,4.75
6.9,1.59,4.60
7.0,1.71,5.00
7.3,1.49,4.84
6.8,1.46,4.96
6.6,1.47,5.09
6.1,1.52,4.97
6.1,1.53,5.14
5.7,1.41,5.04
4.8,1.31,5.09
4.5,1.25,5.16
4.6,1.28,5.13
4.3,1.30,5.19
3.7,99.00,99.00
4.2,1.24,5.44
3.3,1.23,5.44
3.8,1.18,5.71
3.8,1.22,5.81
4.3,1.30,5.97
4.6,1.10,5.49
5.0,1.17,5.40
5.1,1.17,5.48
5.1,1.13,5.17
5.2,1.17,5.24
5.7,1.27,5.29
5.9,1.40,5.39
5.9,1.44,5.30
6.2,1.50,5.26
6.1,1.47,5.13
6.0,1.53,5.13
5.7,1.45,5.04
5.0,1.48,5.17
4.9,1.41,5.28
5.8,1.38,5.26
6.1,1.40,4.96
6.4,1.40,4.83
6.3,1.52,4.89
6.5,1.45,4.82
6.2,1.41,4.95
7.4,1.44,4.83
7.9,1.48,5.00
7.8,1.59,4.99
8.3,1.76,4.98
7.9,1.74,5.03
7.4,1.80,5.12
7.2,1.76,5.11
7.3,1.74,4.98
7.3,1.62,4.89
6.9,1.64,5.02
6.8,1.65,5.12
5.8,1.68,5.40
6.4,1.45,5.18
5.7,1.44,5.38
4.2,1.64,5.71
2.8,1.68,5.78
3.2,1.74,6.16
3.5,1.57,5.90
3.5,1.51,5.82
3.7,1.49,5.76
1.7,1.62,6.13
1.2,1.51,6.04
2.4,1.57,6.56
0.4,1.43,6.77
1.6,1.35,7.00
0.9,1.26,6.33
0.9,1.30,6.61
1.4,1.31,6.40
1.2,1.27,6.48
1.5,1.35,7.04
1.4,1.41,6.54
0.9,1.35,6.49
1.0,1.37,6.37
1.3,1.53,6.75
1.6,1.53,6.96
2.3,1.43,7.30
1.7,1.34,7.57
2.2,1.30,7.62
3.1,1.37,8.10
3.8,1.20,7.33
3.8,1.11,6.96
3.6,1.18,7.57
2.9,1.21,7.37
3.4,1.15,7.43
2.4,1.15,6.77
2.9,1.20,7.09
4.1,1.28,7.57
4.7,1.06,7.08
5.5,1.18,6.76
5.0,1.18,6.04
5.5,1.17,5.49
5.9,1.11,5.44
6.3,1.31,5.57
8.4,1.19,5.40
8.9,1.28,4.69
6.0,1.62,5.49
5.5,1.31,5.04
4.7,1.26,5.40
5.4,1.17,5.51
4.6,1.18,5.93
4.7,1.13,5.95
3.9,1.06,6.04
5.2,1.18,6.58
4.0,1.18,5.72
4.9,1.21,5.72
5.1,1.27,5.91
4.5,1.26,5.91
5.7,1.34,6.09
5.8,1.36,5.84
5.1,1.25,5.77
4.5,1.30,5.92
3.8,1.24,5.83
2.8,1.39,6.69
2.9,1.44,6.74
3.5,1.45,6.75
2.3,1.54,6.97
2.5,1.36,6.21
2.1,1.38,6.35
2.9,1.40,6.84
7.4,1.55,6.76
6.7,1.49,6.50
7.3,1.31,5.34
6.9,1.57,5.74
8.1,1.43,5.30
8.8,1.52,4.94
9.5,1.68,4.97
10.0,1.72,4.95
9.1,1.67,4.74
8.9,1.70,4.68
8.5,1.71,4.88
8.8,1.55,4.67
9.7,1.72,4.91
10.0,1.74,4.88
10.0,1.91,4.93
10.2,2.01,5.01
12.2,2.45,5.28
11.6,2.52,5.13
13.0,2.62,5.17
12.8,2.75,5.22
13.2,3.13,5.42
13.2,3.18,5.73
12.4,2.98,5.64
12.6,3.27,5.81
12.7,3.03,5.81
11.3,3.02,5.88
10.4,2.90,5.96
10.4,2.87,5.88
10.0,2.85,5.88
10.1,2.67,5.61
8.7,2.70,5.69
8.1,2.61,5.64
6.4,2.62,5.91
3.9,2.63,6.30
3.5,2.73,6.53
3.5,2.67,6.75
3.6,2.60,6.80
3.3,2.80,6.73
4.4,2.89,6.84
4.2,2.58,6.47
3.9,2.40,6.30
3.7,2.37,6.34
4.5,2.26,6.25
4.7,2.21,6.37
4.3,2.06,6.34
4.9,2.18,6.44
4.8,1.91,5.93
4.4,2.00,6.09
5.0,2.00,5.90
5.1,1.93,5.99
5.5,1.94,5.94
6.0,2.01,6.21
7.1,2.19,6.17
8.1,2.40,6.22
8.6,2.29,5.79
9.3,2.24,5.67
8.0,2.32,5.66
7.3,2.27,5.69
7.7,2.22,5.95
7.8,2.12,5.65
8.6,2.01,5.57
9.4,2.20,5.62
8.8,2.18,5.29
7.7,2.22,5.46
7.6,2.11,5.58
6.5,2.05,5.69
6.3,2.13,5.90
6.3,1.98,5.82
5.8,1.69,5.54
5.5,1.73,5.68
4.8,1.86,5.79
5.0,1.67,5.52
4.9,1.60,5.50
5.0,1.59,5.55
5.3,1.56,5.55
4.5,1.51,5.72
4.4,1.38,5.69
3.3,1.48,6.01
3.1,1.35,5.81
3.6,1.43,6.53
3.3,1.49,6.41
2.9,1.38,6.15
2.1,1.34,5.95
2.1,1.41,5.77
1.1,1.30,5.75
0.7,1.35,5.90
2.4,1.24,5.83
2.7,1.19,5.59
3.1,1.26,6.26
2.7,1.14,6.26
4.5,1.18,6.35
5.3,1.14,6.18
6.2,1.19,5.80
5.4,1.19,5.40
5.9,1.14,5.29
6.4,1.11,4.82
6.2,1.15,4.75
6.0,1.12,4.64
5.1,1.11,4.75
6.2,1.10,4.86
5.9,1.13,4.94
5.4,1.14,5.08
5.6,1.18,5.20
6.2,1.09,4.85
5.0,1.22,5.07
5.4,1.15,4.91
5.5,1.10,4.68
4.4,1.18,4.86
5.2,1.17,4.90
5.6,1.00,4.59
4.3,1.09,4.97
5.2,1.04,5.01
5.2,1.07,5.16
4.9,1.09,5.20
5.2,1.12,4.92
4.1,1.24,5.25
5.3,1.19,4.93
5.4,1.15,4.78
5.9,1.14,4.90
4.8,1.23,5.05
3.3,1.12,4.86
4.1,1.04,4.91
4.4,0.98,5.01
5.0,0.96,5.19
4.5,0.99,5.25
4.3,0.94,5.32
4.0,0.98,5.13
3.9,1.01,5.12
3.2,0.98,4.92
4.4,0.98,4.67
5.0,0.95,4.49
4.8,0.95,4.68
4.4,0.80,4.45
4.1,0.79,4.91
3.0,0.80,4.93
1.9,0.79,5.18
1.3,0.86,5.41
2.2,0.84,5.43
2.0,0.79,5.35
1.5,0.89,5.35
2.0,0.80,5.13
2.4,0.85,5.03
2.2,0.87,5.02
3.9,0.76,4.99
3.5,0.71,5.16
1.6,0.66,5.48
2.6,0.63,5.51
2.9,0.64,5.79
3.8,0.65,5.69
4.6,0.59,5.31
5.1,0.70,4.98
5.4,0.66,4.32
6.0,0.68,4.09
6.8,0.67,3.69
